Sweep and Prune ,128,10,349,17.804613,37.122005,0,0
Sweep and Prune ,256,10,121,7.613010,12.723121,0,0
Sweep and Prune ,512,10,36,2.979411,3.687044,0,0
Sweep and Prune ,1024,10,11,0.870796,0.952776,0,0
